SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Price,Total
94,19,4723,136,640,548.4,350976
95,7,15964,446,950,80.99,76940.5
96,10,6541,263,263,1457.99,383451.37
97,2,18182,73,577,472.8,272805.6
98,16,9964,386,890,53.99,48051.1
99,16,241,200,200,843.2,168640
100,7,11782,9,513,0,0
101,22,3664,323,827,85.565,70762.255
102,2,15300,153,140,0,0
103,7,7182,467,467,742.35,346677.45
104,21,18723,276,780,3399.99,2651992.2
105,21,9000,90,90,0,0
106,12,782,403,403,333.42,134368.26
107,4,12423,213,717,34.99,25087.83
108,7,3000,30,30,418.8,12564
109,18,14241,340,340,594.83,202242.2
110,9,6023,149,653,564,368292
111,1,17664,463,967,742.35,717852.45
112,4,8241,280,280,3374.99,944997.2
113,15,19482,86,590,0,0
114,6,11264,399,903,121.46,109678.38
115,10,1941,217,217,8.99,1950.83
116,1,13482,26,530,0,0
117,12,4964,336,840,348.76,292958.4
118,15,15300,153,153,0,0
119,7,7182,467,467,742.35,346677.45
120,15,664,293,797,1079.99,860752.03
121,15,10700,107,107,85.6,9159.2
122,6,2482,420,420,39.14,16438.8
123,20,14023,229,733,337.22,247182.26
124,1,4700,47,47,441.6,20755.2
125,12,15941,357,357,74.99,26771.43
126,3,7723,166,670,389.6,261032
127,17,19264,479,983,1700.99,1672073.17
128,21,9941,297,297,2443.35,725674.95
129,9,1423,103,607,169.6,102947.2
130,1,12964,416,920,27.12,24950.4
131,3,3541,233,233,337.22,78572.26
132,18,15182,43,547,72.8,39821.6
133,6,6664,353,857,44.99,38556.43
134,9,17000,170,170,196.4,33388
135,1,8782,483,483,742.35,358555.05
136,15,664,293,797,1079.99,860752.03
137,15,10700,107,107,85.6,9159.2
138,6,2482,420,420,39.14,16438.8
139,20,14023,229,733,337.22,247182.26
140,1,4700,47,47,441.6,20755.2
141,12,15941,357,357,74.99,26771.43
142,3,7723,166,670,389.6,261032
143,17,19264,479,983,1700.99,1672073.17
144,21,9941,297,297,2443.35,725674.95
145,9,1423,103,607,169.6,102947.2
146,1,12964,416,920,27.12,24950.4
147,3,3541,233,233,337.22,78572.26
148,18,15182,43,547,72.8,39821.6
149,6,6664,353,857,44.99,38556.43
150,9,17000,170,170,196.4,33388
151,17,10482,500,500,101.24,50620
152,5,1964,306,810,1120.49,907596.9
153,8,12300,123,123,177.6,21844.8
154,1,4182,437,437,24.99,10920.63
155,14,15723,246,750,1364.5,1023375
156,14,6000,60,60,152.4,9144
157,5,17541,373,373,69.99,26106.27
158,20,14023,229,733,337.22,247182.26
159,1,4700,47,47,441.6,20755.2
160,12,15941,357,357,74.99,26771.43
161,3,7723,166,670,389.6,261032
162,14,18964,476,980,1214.85,1190553
163,17,9541,293,293,1079.99,316437.07
164,9,1423,103,607,169.6,102947.2
165,1,12964,416,920,27.12,24950.4
166,1,3241,230,230,337.22,77560.6
167,14,14782,39,543,144,78192
168,6,6664,353,857,44.99,38556.43
169,9,17000,170,170,196.4,33388
170,20,8482,480,480,1700.99,816475.2
171,11,264,289,793,2294.99,1819927.07
172,15,10700,107,107,85.6,9159.2
173,6,2482,420,420,39.14,16438.8
174,17,13723,226,730,1431.5,1044995
175,20,4300,43,43,72.8,3130.4
176,12,15941,357,357,74.99,26771.43
177,20,9423,183,687,306,210222
178,1,1,1,179,1.6,286.4
179,11,11241,310,310,34.2,10602
180,2,3023,119,623,88,54824
181,17,14664,433,937,24.99,23415.63
182,20,5241,250,250,1349.6,337400
183,8,16482,56,560,75.4,42224
184,22,8264,369,873,63.5,55435.5
185,3,18700,187,187,133.34,24934.58
186,17,10482,500,500,101.24,50620
187,5,1964,306,810,1120.49,907596.9
188,8,12300,123,123,177.6,21844.8
189,1,4182,437,437,24.99,10920.63
190,14,15723,246,750,1364.5,1023375
191,14,6000,60,60,152.4,9144
192,5,17541,373,373,69.99,26106.27
193,20,9423,183,687,306,210222
194,1,1,1,195,1.6,312
195,11,11241,310,310,34.2,10602
196,2,3023,119,623,88,54824
197,17,14664,433,937,24.99,23415.63
198,20,5241,250,250,1349.6,337400
199,8,16482,56,560,75.4,42224
200,22,8264,369,873,63.5,55435.5
201,3,18700,187,187,133.34,24934.58
202,17,10482,500,500,101.24,50620
203,22,3664,323,827,85.565,70762.255
204,2,14000,140,140,829.8,116172
205,13,5482,450,450,91.49,41170.5
206,4,17023,259,763,1457.99,1112446.37
207,8,7700,77,77,636.8,49033.6
208,22,19241,390,390,1003.91,391524.9
209,10,10723,196,700,418.4,292880
210,13,1300,13,13,64.8,842.4
211,18,14241,340,340,594.83,202242.2
212,9,6023,149,653,564,368292
213,1,17664,463,967,742.35,717852.45
214,4,8241,280,280,3374.99,944997.2
215,15,19482,86,590,0,0
216,6,11264,399,903,121.46,109678.38
217,10,1941,217,217,8.99,1950.83
218,1,13482,26,530,0,0
219,12,4964,336,840,348.76,292958.4
220,15,15300,153,153,0,0
221,7,7182,467,467,742.35,346677.45
222,21,18723,276,780,3399.99,2651992.2
223,21,9000,90,90,0,0
224,12,782,403,403,333.42,134368.26
225,4,12423,213,717,34.99,25087.83
226,7,3000,30,30,418.8,12564
227,18,14241,340,340,594.83,202242.2
228,9,6023,149,653,564,368292
229,1,17664,463,967,742.35,717852.45
230,4,8241,280,280,3374.99,944997.2
231,15,19482,86,590,0,0
232,6,11264,399,903,121.46,109678.38
233,10,1941,217,217,8.99,1950.83
234,1,13482,26,530,0,0
235,12,4964,336,840,348.76,292958.4
236,15,15300,153,153,0,0
237,7,7182,467,467,742.35,346677.45
238,21,18723,276,780,3399.99,2651992.2
239,21,9000,90,90,0,0
240,12,782,403,403,333.42,134368.26
241,4,12423,213,717,34.99,25087.83
242,7,3000,30,30,418.8,12564
243,18,14241,340,340,594.83,202242.2
244,9,6023,149,653,564,368292
245,1,17664,463,967,742.35,717852.45
246,4,8241,280,280,3374.99,944997.2
247,15,19482,86,590,0,0
248,6,11264,399,903,121.46,109678.38
249,10,1941,217,217,8.99,1950.83
250,18,15182,43,547,72.8,39821.6
251,6,6664,353,857,44.99,38556.43
252,9,17000,170,170,196.4,33388
253,1,8782,483,483,742.35,358555.05
254,5,1964,306,810,1120.49,907596.9
255,8,12300,123,123,177.6,21844.8
256,1,4182,437,437,24.99,10920.63
257,14,15723,246,750,1364.5,1023375
258,14,6000,60,60,152.4,9144
259,22,19241,390,390,1003.91,391524.9
260,10,10723,196,700,418.4,292880
261,13,1300,13,13,64.8,842.4
262,5,12941,327,327,594.83,194509.41
263,19,4723,136,640,548.4,350976
264,1,17664,463,967,742.35,717852.45
265,4,8241,280,280,3374.99,944997.2
266,15,19482,86,590,0,0
267,6,11264,399,903,121.46,109678.38
268,10,1941,217,217,8.99,1950.83
269,1,13482,26,530,0,0
270,12,4964,336,840,348.76,292958.4
271,15,15300,153,153,0,0
272,7,7182,467,467,742.35,346677.45
273,11,264,289,793,2294.99,1819927.07
274,15,10700,107,107,85.6,9159.2
275,6,2482,420,420,39.14,16438.8
276,17,13723,226,730,1431.5,1044995
277,20,4300,43,43,72.8,3130.4
278,12,15941,357,357,74.99,26771.43
279,3,7723,166,670,389.6,261032
280,14,18964,476,980,1214.85,1190553
281,17,9541,293,293,1079.99,316437.07
282,9,1423,103,607,169.6,102947.2
283,1,12964,416,920,27.12,24950.4
284,1,3241,230,230,337.22,77560.6
285,14,14782,39,543,144,78192
286,6,6664,353,857,44.99,38556.43
287,9,17000,170,170,196.4,33388
288,20,8482,480,480,1700.99,816475.2
289,11,264,289,793,2294.99,1819927.07
290,15,10700,107,107,85.6,9159.2
291,6,2482,420,420,39.14,16438.8
292,17,13723,226,730,1431.5,1044995
293,20,4300,43,43,72.8,3130.4
294,12,15941,357,357,74.99,26771.43
295,3,7723,166,670,389.6,261032
296,14,18964,476,980,1214.85,1190553
297,17,9541,293,293,1079.99,316437.07
298,9,1423,103,607,169.6,102947.2
299,1,12964,416,920,27.12,24950.4
300,1,3241,230,230,337.22,77560.6
301,14,14782,39,543,144,78192
302,6,6664,353,857,44.99,38556.43
303,9,17000,170,170,196.4,33388
304,21,9941,297,297,2443.35,725674.95
305,9,1423,103,607,169.6,102947.2
306,1,12964,416,920,27.12,24950.4
307,3,3541,233,233,337.22,78572.26
308,14,14782,39,543,144,78192
309,13,9664,383,887,21.98,19496.26
310,16,241,200,200,843.2,168640
311,7,11782,9,513,0,0
312,22,3664,323,827,85.565,70762.255
313,2,14000,140,140,829.8,116172
314,13,5482,450,450,91.49,41170.5
315,4,17023,259,763,1457.99,1112446.37
316,8,7700,77,77,636.8,49033.6
317,22,19241,390,390,1003.91,391524.9
318,10,10723,196,700,418.4,292880
319,13,1300,13,13,64.8,842.4
320,5,12941,327,327,594.83,194509.41
321,19,4723,136,640,548.4,350976
322,7,15964,446,950,80.99,76940.5
323,10,6541,263,263,1457.99,383451.37
324,2,18182,73,577,472.8,272805.6
325,16,9964,386,890,53.99,48051.1
326,16,241,200,200,843.2,168640
327,7,11782,9,513,0,0
328,22,3664,323,827,85.565,70762.255
329,2,14000,140,140,829.8,116172
330,13,5482,450,450,91.49,41170.5
331,4,17023,259,763,1457.99,1112446.37
332,21,9000,90,90,0,0
333,12,782,403,403,333.42,134368.26
334,4,12423,213,717,34.99,25087.83
335,7,3000,30,30,418.8,12564
336,18,14241,340,340,594.83,202242.2
337,9,6023,149,653,564,368292
338,1,17664,463,967,742.35,717852.45
339,4,8241,280,280,3374.99,944997.2
340,15,19482,86,590,0,0
341,6,11264,399,903,121.46,109678.38
342,10,1941,217,217,8.99,1950.83
343,1,13482,26,530,0,0
344,12,4964,336,840,348.76,292958.4
345,15,15300,153,153,0,0
346,7,7182,467,467,742.35,346677.45
347,21,18723,276,780,3399.99,2651992.2
348,21,9000,90,90,0,0
349,12,782,403,403,333.42,134368.26
350,4,12423,213,717,34.99,25087.83
351,7,3000,30,30,418.8,12564
352,18,14241,340,340,594.83,202242.2
353,9,6023,149,653,564,368292
354,1,17664,463,967,742.35,717852.45
355,4,8241,280,280,3374.99,944997.2
356,15,19482,86,590,0,0
357,6,11264,399,903,121.46,109678.38
358,10,1941,217,217,8.99,1950.83
359,1,13482,26,530,0,0
360,12,4964,336,840,348.76,292958.4
361,15,15300,153,153,0,0
362,7,7182,467,467,742.35,346677.45
363,21,18723,276,780,3399.99,2651992.2
364,21,9000,90,90,0,0
365,12,782,403,403,333.42,134368.26
366,4,12423,213,717,34.99,25087.83
367,7,3000,30,30,418.8,12564
368,18,14241,340,340,594.83,202242.2
369,9,6023,149,653,564,368292
370,1,17664,463,967,742.35,717852.45
371,4,8241,280,280,3374.99,944997.2
372,15,19482,86,590,0,0
373,6,11264,399,903,121.46,109678.38
374,10,1941,217,217,8.99,1950.83
375,1,13482,26,530,0,0
376,12,4964,336,840,348.76,292958.4
377,15,15300,153,153,0,0
378,7,7182,467,467,742.35,346677.45
379,21,18723,276,780,3399.99,2651992.2
380,21,9000,90,90,0,0
381,12,782,403,403,333.42,134368.26
382,4,12423,213,717,34.99,25087.83
383,7,3000,30,30,418.8,12564
384,18,14241,340,340,594.83,202242.2
385,9,6023,149,653,564,368292
386,1,17664,463,967,742.35,717852.45
387,4,8241,280,280,3374.99,944997.2
388,15,19482,86,590,0,0
389,6,11264,399,903,121.46,109678.38
390,10,1941,217,217,8.99,1950.83
391,1,13482,26,530,0,0
392,12,4964,336,840,348.76,292958.4
393,15,15300,153,153,0,0
394,7,7182,467,467,742.35,346677.45
395,21,18723,276,780,3399.99,2651992.2
396,21,9000,90,90,0,0
397,12,782,403,403,333.42,134368.26
398,4,12423,213,717,34.99,25087.83
399,7,3000,30,30,418.8,12564
400,18,14241,340,340,594.83,202242.2
401,9,6023,149,653,564,368292
402,1,17664,463,967,742.35,717852.45
403,4,8241,280,280,3374.99,944997.2
404,15,19482,86,590,0,0
405,17,14664,433,937,24.99,23415.63
406,20,5241,250,250,1349.6,337400
407,8,16482,56,560,75.4,42224
408,22,8264,369,873,63.5,55435.5
409,3,18700,187,187,133.34,24934.58
410,17,10482,500,500,101.24,50620
411,5,1964,306,810,1120.49,907596.9
412,8,12300,123,123,177.6,21844.8
413,1,4182,437,437,24.99,10920.63
414,14,15723,246,750,1364.5,1023375
415,14,6000,60,60,152.4,9144
416,5,17541,373,373,69.99,26106.27
417,20,9423,183,687,306,210222
418,1,1,1,11,1.6,17.6
419,11,11241,310,310,34.2,10602
420,2,3023,119,623,88,54824
421,1,17664,463,967,742.35,717852.45
422,4,8241,280,280,3374.99,944997.2
423,9,1423,103,607,169.6,102947.2
424,1,12964,416,920,27.12,24950.4
425,1,3241,230,230,337.22,77560.6
426,14,14782,39,543,144,78192
427,6,6664,353,857,44.99,38556.43
428,9,17000,170,170,196.4,33388
429,20,8482,480,480,1700.99,816475.2
430,11,264,289,793,2294.99,1819927.07
431,15,10700,107,107,85.6,9159.2
432,6,2482,420,420,39.14,16438.8
433,17,13723,226,730,1431.5,1044995
434,20,4300,43,43,72.8,3130.4
435,12,15941,357,357,74.99,26771.43
436,20,9423,183,687,306,210222
437,1,1,1,11,1.6,17.6
438,11,11241,310,310,34.2,10602
439,2,3023,119,623,88,54824
440,17,14664,433,937,24.99,23415.63
441,20,5241,250,250,1349.6,337400
442,8,16482,56,560,75.4,42224
443,16,9964,386,890,53.99,48051.1
444,16,241,200,200,843.2,168640
445,7,11782,9,513,0,0
446,22,3664,323,827,85.565,70762.255
447,2,14000,140,140,829.8,116172
448,13,5482,450,450,91.49,41170.5
449,4,17023,259,763,1457.99,1112446.37
450,8,7700,77,77,636.8,49033.6
451,12,782,403,403,333.42,134368.26
452,4,12423,213,717,34.99,25087.83
453,7,3000,30,30,418.8,12564
454,18,14241,340,340,594.83,202242.2
455,9,6023,149,653,564,368292
456,1,17664,463,967,742.35,717852.45
457,4,8241,280,280,3374.99,944997.2
458,15,19482,86,590,0,0
459,6,11264,399,903,121.46,109678.38
460,10,1941,217,217,8.99,1950.83
461,1,13482,26,530,0,0
462,12,4964,336,840,348.76,292958.4
463,15,15300,153,153,0,0
464,7,7182,467,467,742.35,346677.45
465,21,18723,276,780,3399.99,2651992.2
466,21,9000,90,90,0,0
467,12,782,403,403,333.42,134368.26
468,4,12423,213,717,34.99,25087.83
469,7,3000,30,30,418.8,12564
470,18,14241,340,340,594.83,202242.2
471,9,6023,149,653,564,368292
472,1,17664,463,967,742.35,717852.45
473,4,8241,280,280,3374.99,944997.2
474,15,19482,86,590,0,0
475,6,11264,399,903,121.46,109678.38
476,10,1941,217,217,8.99,1950.83
477,1,13482,26,530,0,0
478,12,4964,336,840,348.76,292958.4
479,15,15300,153,153,0,0
480,7,7182,467,467,742.35,346677.45
481,21,18723,276,780,3399.99,2651992.2
482,21,9000,90,90,0,0
483,12,782,403,403,333.42,134368.26
484,4,12423,213,717,34.99,25087.83
485,7,3000,30,30,418.8,12564
486,18,14241,340,340,594.83,202242.2
487,9,6023,149,653,564,368292
488,1,17664,463,967,742.35,717852.45
489,4,8241,280,280,3374.99,944997.2
490,15,19482,86,590,0,0
491,6,11264,399,903,121.46,109678.38
492,10,1941,217,217,8.99,1950.83
493,1,13482,26,530,0,0
494,12,4964,336,840,348.76,292958.4
495,15,15300,153,153,0,0
496,1,1,1,11,1.6,17.6
497,13,1300,13,13,64.8,842.4
498,7,3000,30,30,418.8,12564
499,1,4700,47,47,441.6,20755.2
500,14,6000,60,60,152.4,9144
501,8,7700,77,77,636.8,49033.6
502,21,9000,90,90,0,0
503,15,10700,107,107,85.6,9159.2
504,8,12300,123,123,177.6,21844.8
505,2,14000,140,140,829.8,116172
506,15,15300,153,153,0,0
507,9,17000,170,170,196.4,33388
508,3,18700,187,187,133.34,24934.58
509,16,241,200,200,843.2,168640
510,10,1941,217,217,8.99,1950.83
511,10,6541,263,263,1457.99,383451.37
512,4,8241,280,280,3374.99,944997.2
513,21,9941,297,297,2443.35,725674.95
514,11,11241,310,310,34.2,10602
515,5,12941,327,327,594.83,194509.41
516,18,14241,340,340,594.83,202242.2
517,12,15941,357,357,74.99,26771.43
518,5,17541,373,373,69.99,26106.27
519,22,19241,390,390,1003.91,391524.9
520,12,782,403,403,333.42,134368.26
521,6,2482,420,420,39.14,16438.8
522,1,4182,437,437,24.99,10920.63
523,13,5482,450,450,91.49,41170.5
524,7,7182,467,467,742.35,346677.45
525,1,8782,483,483,742.35,358555.05
526,17,10482,500,500,101.24,50620
527,7,11782,9,513,0,0
528,1,13482,26,530,0,0
529,18,15182,43,547,72.8,39821.6
530,8,16482,56,560,75.4,42224
531,2,18182,73,577,472.8,272805.6
532,15,19482,86,590,0,0
533,9,1423,103,607,169.6,102947.2
534,2,3023,119,623,88,54824
535,19,4723,136,640,548.4,350976
536,9,6023,149,653,564,368292
537,3,7723,166,670,389.6,261032
538,20,9423,183,687,306,210222
539,10,10723,196,700,418.4,292880
540,4,12423,213,717,34.99,25087.83
541,20,14023,229,733,337.22,247182.26
542,14,15723,246,750,1364.5,1023375
543,4,17023,259,763,1457.99,1112446.37
544,21,18723,276,780,3399.99,2651992.2
545,15,664,293,797,1079.99,860752.03
546,5,1964,306,810,1120.49,907596.9
547,22,3664,323,827,85.565,70762.255
548,12,4964,336,840,348.76,292958.4
549,6,6664,353,857,44.99,38556.43
550,22,8264,369,873,63.5,55435.5
551,16,9964,386,890,53.99,48051.1
552,6,11264,399,903,121.46,109678.38
553,1,12964,416,920,27.12,24950.4
554,17,14664,433,937,24.99,23415.63
555,7,15964,446,950,80.99,76940.5
556,1,17664,463,967,742.35,717852.45
557,17,19264,479,983,1700.99,1672073.17
558,1,1,1,11,1.6,17.6
559,13,1300,13,13,64.8,842.4
560,7,3000,30,30,418.8,12564
561,1,4700,47,47,441.6,20755.2
562,14,6000,60,60,152.4,9144
563,8,7700,77,77,636.8,49033.6
564,21,9000,90,90,0,0
565,15,10700,107,107,85.6,9159.2
566,8,12300,123,123,177.6,21844.8
567,2,14000,140,140,829.8,116172
568,15,15300,153,153,0,0
569,9,17000,170,170,196.4,33388
570,3,18700,187,187,133.34,24934.58
571,16,241,200,200,843.2,168640
572,10,1941,217,217,8.99,1950.83
573,3,3541,233,233,337.22,78572.26
574,20,5241,250,250,1349.6,337400
575,10,6541,263,263,1457.99,383451.37
576,4,8241,280,280,3374.99,944997.2
577,21,9941,297,297,2443.35,725674.95
578,11,11241,310,310,34.2,10602
579,5,12941,327,327,594.83,194509.41
580,18,14241,340,340,594.83,202242.2
581,12,15941,357,357,74.99,26771.43
582,5,17541,373,373,69.99,26106.27
583,22,19241,390,390,1003.91,391524.9
584,12,782,403,403,333.42,134368.26
585,6,2482,420,420,39.14,16438.8
586,1,4182,437,437,24.99,10920.63
587,13,5482,450,450,91.49,41170.5
588,7,7182,467,467,742.35,346677.45
589,1,8782,483,483,742.35,358555.05
590,17,10482,500,500,101.24,50620
591,7,11782,9,513,0,0
592,1,13482,26,530,0,0
593,18,15182,43,547,72.8,39821.6
594,8,16482,56,560,75.4,42224
595,2,18182,73,577,472.8,272805.6
596,15,19482,86,590,0,0
597,9,1423,103,607,169.6,102947.2
598,2,3023,119,623,88,54824
599,19,4723,136,640,548.4,350976
600,9,6023,149,653,564,368292
601,3,7723,166,670,389.6,261032
602,20,9423,183,687,306,210222
603,10,10723,196,700,418.4,292880
604,4,12423,213,717,34.99,25087.83
605,20,14023,229,733,337.22,247182.26
606,14,15723,246,750,1364.5,1023375
607,4,17023,259,763,1457.99,1112446.37
608,21,18723,276,780,3399.99,2651992.2
609,15,664,293,797,1079.99,860752.03
610,5,1964,306,810,1120.49,907596.9
611,22,3664,323,827,85.565,70762.255
612,12,4964,336,840,348.76,292958.4
613,6,6664,353,857,44.99,38556.43
614,22,8264,369,873,63.5,55435.5
615,16,9964,386,890,53.99,48051.1
616,6,11264,399,903,121.46,109678.38
617,1,12964,416,920,27.12,24950.4
618,17,14664,433,937,24.99,23415.63
619,7,15964,446,950,80.99,76940.5
620,1,17664,463,967,742.35,717852.45
621,17,19264,479,983,1700.99,1672073.17
622,1,1,1,11,1.6,17.6
623,13,1300,13,13,64.8,842.4
624,7,3000,30,30,418.8,12564
625,1,4700,47,47,441.6,20755.2
626,14,6000,60,60,152.4,9144
627,8,7700,77,77,636.8,49033.6
628,21,9000,90,90,0,0
629,15,10700,107,107,85.6,9159.2
630,8,12300,123,123,177.6,21844.8
631,2,14000,140,140,829.8,116172
632,15,15300,153,153,0,0
633,9,17000,170,170,196.4,33388
634,3,18700,187,187,133.34,24934.58
635,16,241,200,200,843.2,168640
636,10,1941,217,217,8.99,1950.83
637,3,3541,233,233,337.22,78572.26
638,20,5241,250,250,1349.6,337400
639,10,6541,263,263,1457.99,383451.37
640,4,8241,280,280,3374.99,944997.2
641,21,9941,297,297,2443.35,725674.95
642,11,11241,310,310,34.2,10602
643,5,12941,327,327,594.83,194509.41
644,18,14241,340,340,594.83,202242.2
645,12,15941,357,357,74.99,26771.43
646,5,17541,373,373,69.99,26106.27
647,22,19241,390,390,1003.91,391524.9
648,12,782,403,403,333.42,134368.26
649,6,2482,420,420,39.14,16438.8
650,1,4182,437,437,24.99,10920.63
651,13,5482,450,450,91.49,41170.5
652,7,7182,467,467,742.35,346677.45
653,1,8782,483,483,742.35,358555.05
654,17,10482,500,500,101.24,50620
655,7,11782,9,513,0,0
656,1,13482,26,530,0,0
657,18,15182,43,547,72.8,39821.6
658,8,16482,56,560,75.4,42224
659,2,18182,73,577,472.8,272805.6
660,15,19482,86,590,0,0
661,9,1423,103,607,169.6,102947.2
662,2,3023,119,623,88,54824
663,19,4723,136,640,548.4,350976
664,9,6023,149,653,564,368292
665,3,7723,166,670,389.6,261032
666,20,9423,183,687,306,210222
667,10,10723,196,700,418.4,292880
668,4,12423,213,717,34.99,25087.83
669,20,14023,229,733,337.22,247182.26
670,14,15723,246,750,1364.5,1023375
671,4,17023,259,763,1457.99,1112446.37
672,21,18723,276,780,3399.99,2651992.2
673,15,664,293,797,1079.99,860752.03
674,5,1964,306,810,1120.49,907596.9
675,22,3664,323,827,85.565,70762.255
676,12,4964,336,840,348.76,292958.4
677,6,6664,353,857,44.99,38556.43
678,22,8264,369,873,63.5,55435.5
679,16,9964,386,890,53.99,48051.1
680,6,11264,399,903,121.46,109678.38
681,1,12964,416,920,27.12,24950.4
682,17,14664,433,937,24.99,23415.63
683,7,15964,446,950,80.99,76940.5
684,1,17664,463,967,742.35,717852.45
685,17,19264,479,983,1700.99,1672073.17
686,1,1,1,11,1.6,17.6
687,13,1300,13,13,64.8,842.4
688,7,3000,30,30,418.8,12564
689,1,4700,47,47,441.6,20755.2
690,14,6000,60,60,152.4,9144
691,8,7700,77,77,636.8,49033.6
692,21,9000,90,90,0,0
693,15,10700,107,107,85.6,9159.2
694,8,12300,123,123,177.6,21844.8
695,2,14000,140,140,829.8,116172
696,15,15300,153,153,0,0
697,9,17000,170,170,196.4,33388
698,3,18700,187,187,133.34,24934.58
699,16,241,200,200,843.2,168640
700,10,1941,217,217,8.99,1950.83
701,3,3541,233,233,337.22,78572.26
702,20,5241,250,250,1349.6,337400
703,10,6541,263,263,1457.99,383451.37
704,4,8241,280,280,3374.99,944997.2
705,21,9941,297,297,2443.35,725674.95
706,11,11241,310,310,34.2,10602
707,5,12941,327,327,594.83,194509.41
708,18,14241,340,340,594.83,202242.2
709,12,15941,357,357,74.99,26771.43
710,5,17541,373,373,69.99,26106.27
711,22,19241,390,390,1003.91,391524.9
712,12,782,403,403,333.42,134368.26
713,6,2482,420,420,39.14,16438.8
714,1,4182,437,437,24.99,10920.63
715,13,5482,450,450,91.49,41170.5
716,7,7182,467,467,742.35,346677.45
717,1,8782,483,483,742.35,358555.05
718,17,10482,500,500,101.24,50620
719,7,11782,9,513,0,0
720,1,13482,26,530,0,0
721,18,15182,43,547,72.8,39821.6
722,8,16482,56,560,75.4,42224
723,2,18182,73,577,472.8,272805.6
724,15,19482,86,590,0,0
725,9,1423,103,607,169.6,102947.2
726,2,3023,119,623,88,54824
727,19,4723,136,640,548.4,350976
728,9,6023,149,653,564,368292
729,3,7723,166,670,389.6,261032
730,20,9423,183,687,306,210222
731,10,10723,196,700,418.4,292880
732,4,12423,213,717,34.99,25087.83
733,20,14023,229,733,337.22,247182.26
734,14,15723,246,750,1364.5,1023375
